volume_of_liquid_m3/day,water_volume_m3/day,water_cut_%,working_hours,dynamic_level_m,reservoir_pressure_atm,year,month,day
70,21,29,24,1819,214,2013,1,1
70,21,29,24,1836,214,2013,1,2
70,21,29,24,1788,214,2013,1,3
70,21,29,24,1789,214,2013,1,4
70,26,36,24,1825,214,2013,1,5
70,26,36,24,1781,214,2013,1,6
68,25,36,24,1790,214,2013,1,7
68,25,36,24,1784,214,2013,1,8
68,25,36,24,1831,214,2013,1,9
68,25,36,24,1831,214,2013,1,10
68,25,36,24,1828,214,2013,1,11
68,26,37,24,1761,214,2013,1,12
69,26,37,24,1789,214,2013,1,13
69,26,37,24,1764,213,2013,1,14
71,27,37,24,1764,213,2013,1,15
71,27,37,24,1764,213,2013,1,16
71,27,37,24,1754,213,2013,1,17
71,27,37,24,1763,213,2013,1,18
70,24,33,24,1768,213,2013,1,19
70,24,33,24,1785,213,2013,1,20
70,26,36,24,1788,213,2013,1,21
70,26,36,24,1779,213,2013,1,22
70,26,36,24,1786,213,2013,1,23
69,26,36,24,1769,213,2013,1,24
69,26,37,24,1781,213,2013,1,25
69,26,37,24,1789,213,2013,1,26
69,26,37,24,1785,213,2013,1,27
69,26,37,24,1787,213,2013,1,28
69,26,37,24,1779,213,2013,1,29
69,26,37,24,1780,213,2013,1,30
70,23,32,24,1780,213,2013,1,31
70,23,32,24,1774,213,2013,2,1
72,25,33,24,1766,213,2013,2,2
75,28,36,24,1783,213,2013,2,3
75,28,36,24,1770,213,2013,2,4
76,28,36,24,1781,213,2013,2,5
78,29,36,24,1773,213,2013,2,6
78,29,36,24,1772,213,2013,2,7
78,29,36,24,1764,213,2013,2,8
78,29,36,24,1766,212,2013,2,9
78,30,37,24,1763,212,2013,2,10
78,30,37,24,1783,212,2013,2,11
79,30,37,24,1784,212,2013,2,12
78,32,40,24,1782,212,2013,2,13
78,32,40,24,1793,212,2013,2,14
71,29,40,24,1787,212,2013,2,15
70,29,40,24,1781,212,2013,2,16
70,29,40,24,1783,212,2013,2,17
70,29,40,24,1788,212,2013,2,18
70,25,35,24,1792,212,2013,2,19
70,25,34,24,1794,212,2013,2,20
72,26,34,24,1819,212,2013,2,21
73,26,34,24,1837,212,2013,2,22
73,26,34,24,1830,212,2013,2,23
73,29,38,24,1838,212,2013,2,24
73,29,38,24,1843,212,2013,2,25
74,26,34,24,1854,212,2013,2,26
74,26,34,24,1877,212,2013,2,27
73,26,34,24,1939,212,2013,2,28
73,29,38,24,1843,212,2013,3,1
73,29,38,24,1849,212,2013,3,2
73,28,37,24,1861,212,2013,3,3
73,28,37,24,1832,212,2013,3,4
75,29,37,24,1831,212,2013,3,5
74,28,37,24,1847,212,2013,3,6
74,31,40,24,1845,211,2013,3,7
74,31,40,24,1853,211,2013,3,8
74,31,40,24,1940,211,2013,3,9
74,31,40,24,1852,211,2013,3,10
74,31,40,24,1854,211,2013,3,11
74,31,40,24,1855,211,2013,3,12
74,31,40,24,1861,211,2013,3,13
74,31,40,24,1847,211,2013,3,14
74,31,40,24,1854,211,2013,3,15
74,31,40,24,1823,211,2013,3,16
74,31,40,24,1831,211,2013,3,17
77,32,40,24,1901,211,2013,3,18
77,32,40,24,1887,211,2013,3,19
75,31,40,24,1851,211,2013,3,20
76,31,40,24,1872,211,2013,3,21
77,32,40,24,1869,211,2013,3,22
77,32,40,24,1881,211,2013,3,23
73,30,40,24,1874,211,2013,3,24
74,31,40,24,1863,211,2013,3,25
74,31,40,24,1870,211,2013,3,26
74,31,40,24,1836,211,2013,3,27
77,32,40,24,1853,211,2013,3,28
73,30,40,24,1862,211,2013,3,29
73,30,40,24,1867,211,2013,3,30
73,34,45,24,1862,211,2013,3,31
77,36,45,24,1858,211,2013,4,1
77,33,42,24,1858,210,2013,4,2
77,33,42,24,1857,210,2013,4,3
77,33,42,24,1857,210,2013,4,4
77,33,42,24,1841,210,2013,4,5
77,33,42,24,1849,210,2013,4,6
77,33,42,24,1862,210,2013,4,7
77,33,42,24,1849,210,2013,4,8
77,33,42,24,1877,210,2013,4,9
77,33,42,24,1829,210,2013,4,10
77,33,42,24,1841,210,2013,4,11
77,38,48,24,1833,210,2013,4,12
77,38,48,24,1846,210,2013,4,13
77,38,48,24,1852,210,2013,4,14
77,38,48,24,1853,210,2013,4,15
77,38,48,24,1847,210,2013,4,16
77,38,48,24,1861,210,2013,4,17
77,38,48,24,1896,210,2013,4,18
77,38,48,24,1985,210,2013,4,19
77,38,48,24,1873,210,2013,4,20
77,38,48,24,1863,210,2013,4,21
77,32,40,24,1874,210,2013,4,22
77,32,40,24,1870,210,2013,4,23
77,34,43,24,1876,210,2013,4,24
77,34,43,24,1865,210,2013,4,25
77,34,43,24,1871,210,2013,4,26
77,34,43,24,1870,210,2013,4,27
78,35,43,24,1877,209,2013,4,28
78,35,43,24,1877,209,2013,4,29
78,36,45,24,1871,209,2013,4,30
78,38,47,24,1874,209,2013,5,1
78,38,47,24,1843,209,2013,5,2
78,38,47,24,1859,209,2013,5,3
79,35,43,24,1865,209,2013,5,4
79,35,43,24,1872,209,2013,5,5
79,35,43,24,1877,209,2013,5,6
79,35,43,24,1876,209,2013,5,7
79,35,43,24,1871,209,2013,5,8
79,35,43,24,1873,209,2013,5,9
79,34,42,24,1874,209,2013,5,10
79,34,42,24,1882,209,2013,5,11
79,34,42,24,1886,209,2013,5,12
79,34,42,24,1889,209,2013,5,13
79,34,42,24,1879,209,2013,5,14
79,34,42,24,1879,209,2013,5,15
79,34,42,24,1883,209,2013,5,16
79,34,42,24,1874,209,2013,5,17
79,38,47,24,1872,209,2013,5,18
79,38,47,24,1870,209,2013,5,19
79,38,47,24,1872,209,2013,5,20
79,38,47,24,1884,209,2013,5,21
79,38,47,24,1889,209,2013,5,22
79,38,47,24,1893,208,2013,5,23
79,38,47,24,1907,208,2013,5,24
79,38,47,24,1902,208,2013,5,25
79,43,53,24,1896,208,2013,5,26
79,43,53,24,1878,208,2013,5,27
79,43,53,24,1892,208,2013,5,28
79,43,53,24,1890,208,2013,5,29
79,43,53,24,1853,208,2013,5,30
79,43,53,24,1869,208,2013,5,31
79,43,54,24,1879,208,2013,6,1
79,43,54,24,1873,208,2013,6,2
79,43,54,24,1875,208,2013,6,3
79,43,54,24,1875,208,2013,6,4
79,43,54,24,1884,208,2013,6,5
79,43,54,24,1889,208,2013,6,6
79,43,54,24,1887,208,2013,6,7
79,43,54,24,1894,208,2013,6,8
79,43,54,24,1879,208,2013,6,9
79,43,54,24,1862,208,2013,6,10
79,43,53,24,1877,208,2013,6,11
79,43,53,24,1890,208,2013,6,12
79,43,53,24,1898,208,2013,6,13
80,43,53,24,1897,208,2013,6,14
80,43,53,24,1896,208,2013,6,15
80,43,53,24,1898,208,2013,6,16
80,43,53,24,1898,208,2013,6,17
78,42,53,24,1897,207,2013,6,18
80,43,53,24,1896,207,2013,6,19
80,43,53,24,1898,207,2013,6,20
81,44,53,24,1896,207,2013,6,21
81,44,53,24,1898,207,2013,6,22
81,44,53,24,1899,207,2013,6,23
81,44,53,24,1901,207,2013,6,24
81,44,53,24,1904,207,2013,6,25
81,44,53,24,1902,207,2013,6,26
81,44,53,24,1897,207,2013,6,27
81,44,53,24,1897,207,2013,6,28
81,44,53,24,1896,207,2013,6,29
81,42,51,24,1908,207,2013,6,30
78,40,51,23,1849,207,2013,7,1
81,42,51,24,1868,207,2013,7,2
81,42,51,24,1870,207,2013,7,3
81,41,50,24,1872,207,2013,7,4
81,41,50,24,1876,207,2013,7,5
81,41,50,24,1880,207,2013,7,6
81,41,50,24,1877,207,2013,7,7
81,41,50,24,1877,207,2013,7,8
81,41,50,24,1882,207,2013,7,9
81,41,50,24,1884,207,2013,7,10
81,41,50,24,1869,207,2013,7,11
81,45,54,24,1881,207,2013,7,12
82,45,54,24,1887,207,2013,7,13
82,45,54,24,1891,206,2013,7,14
82,45,54,24,1887,206,2013,7,15
82,44,53,24,1891,206,2013,7,16
82,44,53,24,1879,206,2013,7,17
82,44,53,24,1892,206,2013,7,18
82,44,53,24,1901,206,2013,7,19
82,44,53,24,1907,206,2013,7,20
82,44,53,24,1887,206,2013,7,21
82,44,53,24,1884,206,2013,7,22
82,44,53,24,1883,206,2013,7,23
82,44,53,24,1907,206,2013,7,24
82,44,53,24,1909,206,2013,7,25
83,46,54,24,1899,206,2013,7,26
83,46,54,24,1877,206,2013,7,27
83,46,54,24,1876,206,2013,7,28
83,46,54,24,1884,206,2013,7,29
83,44,52,24,1885,206,2013,7,30
83,44,52,24,1890,206,2013,7,31
83,44,52,24,1876,206,2013,8,1
83,46,54,24,1889,206,2013,8,2
83,46,54,24,1877,206,2013,8,3
83,46,54,24,1872,206,2013,8,4
83,49,58,24,1874,206,2013,8,5
83,49,58,24,1874,206,2013,8,6
83,49,58,24,1883,206,2013,8,7
83,49,58,24,1877,206,2013,8,8
83,49,58,24,1879,205,2013,8,9
83,49,58,24,1877,205,2013,8,10
83,46,55,24,1917,205,2013,8,11
83,46,55,24,1920,205,2013,8,12
83,46,55,24,1917,205,2013,8,13
83,46,55,24,1919,205,2013,8,14
83,46,55,24,1924,205,2013,8,15
83,46,55,24,1923,205,2013,8,16
83,46,55,24,1923,205,2013,8,17
83,46,55,24,1920,205,2013,8,18
83,46,55,24,1922,205,2013,8,19
83,46,55,24,1917,205,2013,8,20
83,46,54,24,1916,205,2013,8,21
83,46,54,24,1920,205,2013,8,22
84,46,54,24,1903,205,2013,8,23
84,46,54,24,1903,205,2013,8,24
84,46,54,24,1897,205,2013,8,25
84,46,54,24,1895,205,2013,8,26
84,46,54,24,1891,205,2013,8,27
84,46,54,24,1895,205,2013,8,28
83,46,54,24,1894,205,2013,8,29
86,47,54,24,1904,205,2013,8,30
86,47,54,24,1905,205,2013,8,31
86,47,54,24,1898,205,2013,9,1
88,52,58,24,1903,205,2013,9,2
88,52,58,24,1907,204,2013,9,3
88,53,59,24,1905,204,2013,9,4
88,53,59,24,1907,204,2013,9,5
88,53,59,24,1907,204,2013,9,6
84,50,59,24,1889,204,2013,9,7
84,50,59,24,1885,204,2013,9,8
84,50,59,24,1887,204,2013,9,9
87,52,59,24,1861,204,2013,9,10
87,53,60,24,1858,204,2013,9,11
87,53,60,24,1857,204,2013,9,12
87,53,60,24,1860,204,2013,9,13
87,55,62,24,1858,204,2013,9,14
87,55,62,24,1838,204,2013,9,15
89,56,62,24,1841,204,2013,9,16
89,56,62,24,1844,204,2013,9,17
89,56,62,24,1828,204,2013,9,18
89,56,62,24,1837,204,2013,9,19
89,56,62,24,1842,204,2013,9,20
89,56,62,24,1840,204,2013,9,21
89,56,62,24,1843,204,2013,9,22
88,55,62,24,1849,204,2013,9,23
88,55,62,24,1845,204,2013,9,24
88,55,62,24,1842,204,2013,9,25
88,57,64,24,1847,204,2013,9,26
88,57,64,24,1843,204,2013,9,27
88,57,64,24,1840,204,2013,9,28
88,57,64,24,1847,203,2013,9,29
88,56,63,24,1847,203,2013,9,30
88,56,63,24,1791,203,2013,10,1
88,56,63,24,1811,203,2013,10,2
88,56,63,24,1808,203,2013,10,3
88,56,63,24,1812,203,2013,10,4
88,64,72,24,1807,203,2013,10,5
88,64,72,24,1813,203,2013,10,6
88,64,72,24,1820,203,2013,10,7
88,64,72,24,1815,203,2013,10,8
90,65,72,24,1821,203,2013,10,9
90,65,72,24,1816,203,2013,10,10
90,65,72,24,1817,203,2013,10,11
90,62,68,24,1819,203,2013,10,12
90,62,68,24,1821,203,2013,10,13
90,62,68,24,1833,203,2013,10,14
90,62,68,24,1879,203,2013,10,15
90,62,68,24,1832,203,2013,10,16
90,62,68,24,1838,203,2013,10,17
90,62,68,24,1838,203,2013,10,18
90,62,68,24,1835,203,2013,10,19
90,58,64,24,1835,203,2013,10,20
90,58,64,24,1837,203,2013,10,21
90,58,64,24,1739,203,2013,10,22
90,58,64,24,1938,203,2013,10,23
90,58,64,24,1937,203,2013,10,24
90,58,64,24,1739,202,2013,10,25
89,58,64,24,1736,202,2013,10,26
89,58,64,24,1740,202,2013,10,27
89,58,64,24,1738,202,2013,10,28
90,58,64,24,1736,202,2013,10,29
90,58,64,24,1737,202,2013,10,30
88,57,64,24,1839,202,2013,10,31
88,60,68,24,1937,202,2013,11,1
88,60,68,24,1838,202,2013,11,2
90,62,68,24,1839,202,2013,11,3
90,62,68,24,1837,202,2013,11,4
90,62,68,24,1838,202,2013,11,5
90,62,68,24,1839,202,2013,11,6
90,62,68,24,1837,202,2013,11,7
90,62,68,24,1839,202,2013,11,8
90,62,68,24,1837,202,2013,11,9
90,63,70,24,1844,202,2013,11,10
90,68,75,24,1843,202,2013,11,11
90,68,75,24,1843,202,2013,11,12
90,68,75,24,1884,202,2013,11,13
90,68,75,24,1847,202,2013,11,14
90,68,75,24,1844,202,2013,11,15
90,66,73,24,1847,202,2013,11,16
90,66,73,24,1840,202,2013,11,17
90,66,73,24,1845,202,2013,11,18
90,66,73,24,1891,202,2013,11,19
90,66,73,24,1875,201,2013,11,20
90,66,73,24,1796,201,2013,11,21
90,62,69,24,1749,201,2013,11,22
89,62,69,24,1753,201,2013,11,23
89,62,69,24,1763,201,2013,11,24
89,62,69,24,1757,201,2013,11,25
89,62,69,24,1783,201,2013,11,26
89,68,76,24,1790,201,2013,11,27
89,68,76,24,1814,201,2013,11,28
88,67,76,24,1822,201,2013,11,29
88,67,76,24,1822,201,2013,11,30
88,63,71,24,1826,201,2013,12,1
88,63,71,24,1819,201,2013,12,2
89,64,71,24,1831,201,2013,12,3
89,64,71,24,1849,201,2013,12,4
89,64,71,24,1852,201,2013,12,5
89,64,71,24,1849,201,2013,12,6
89,64,71,24,1864,201,2013,12,7
89,67,75,24,1870,201,2013,12,8
89,67,75,24,1870,201,2013,12,9
89,67,75,24,1870,201,2013,12,10
88,66,75,24,1857,201,2013,12,11
88,66,75,24,1857,201,2013,12,12
88,66,75,24,1868,201,2013,12,13
88,66,75,24,1868,201,2013,12,14
88,66,75,24,1868,201,2013,12,15
88,66,75,24,1866,200,2013,12,16
88,67,76,24,1859,200,2013,12,17
90,69,76,24,1854,200,2013,12,18
89,65,73,24,1851,200,2013,12,19
89,65,73,24,1851,200,2013,12,20
89,65,73,24,1851,200,2013,12,21
90,66,73,24,1851,200,2013,12,22
90,68,75,24,1844,200,2013,12,23
90,69,76,24,1848,200,2013,12,24
90,69,76,24,1844,200,2013,12,25
90,69,76,24,1834,200,2013,12,26
90,69,76,24,1836,200,2013,12,27
92,70,76,24,1831,200,2013,12,28
92,67,72,24,1833,200,2013,12,29
92,67,72,24,1824,200,2013,12,30
92,67,72,24,1825,200,2013,12,31
92,67,72,24,1821,200,2014,1,1
91,66,72,24,1813,200,2014,1,2
91,71,78,24,1824,200,2014,1,3
91,71,78,24,1829,200,2014,1,4
91,71,78,24,1825,200,2014,1,5
91,71,78,24,1828,200,2014,1,6
91,71,78,24,1821,200,2014,1,7
89,70,78,24,1825,200,2014,1,8
89,65,73,24,1828,200,2014,1,9
89,65,73,24,1838,199,2014,1,10
89,65,73,24,1864,199,2014,1,11
89,65,73,24,1873,199,2014,1,12
89,65,73,24,1862,199,2014,1,13
89,65,73,24,1874,199,2014,1,14
89,65,73,24,1892,199,2014,1,15
89,65,73,24,1891,199,2014,1,16
89,65,73,24,1891,199,2014,1,17
89,64,71,24,1942,199,2014,1,18
89,64,71,24,1842,199,2014,1,19
88,63,71,24,1853,199,2014,1,20
88,63,71,24,1854,199,2014,1,21
87,62,71,24,1874,199,2014,1,22
88,66,75,24,1871,199,2014,1,23
88,66,75,24,1882,199,2014,1,24
88,66,75,24,1907,199,2014,1,25
89,67,75,24,1920,199,2014,1,26
89,67,75,24,1869,199,2014,1,27
89,67,75,24,1863,199,2014,1,28
89,65,73,24,1847,199,2014,1,29
89,65,73,24,1847,199,2014,1,30
83,61,73,24,1853,199,2014,1,31
83,61,73,24,1870,199,2014,2,1
83,64,77,24,1877,199,2014,2,2
89,69,77,24,1892,199,2014,2,3
89,67,75,24,1885,199,2014,2,4
89,67,75,24,1893,198,2014,2,5
88,66,75,24,1890,198,2014,2,6
88,66,75,24,1883,198,2014,2,7
86,65,75,24,1879,198,2014,2,8
86,65,75,24,1920,198,2014,2,9
86,65,75,24,1930,198,2014,2,10
86,65,75,24,1929,198,2014,2,11
86,65,75,24,1931,198,2014,2,12
86,65,75,24,1930,198,2014,2,13
86,65,75,24,1925,198,2014,2,14
86,60,69,24,1925,198,2014,2,15
86,60,69,24,1890,198,2014,2,16
86,60,69,24,1897,198,2014,2,17
86,60,69,24,1893,198,2014,2,18
86,60,69,24,1899,198,2014,2,19
86,60,69,24,1884,198,2014,2,20
86,60,69,24,1894,198,2014,2,21
86,60,69,24,1922,198,2014,2,22
86,58,67,24,1922,198,2014,2,23
86,58,67,24,1922,198,2014,2,24
82,56,67,24,1922,198,2014,2,25
82,56,67,24,1927,198,2014,2,26
82,56,67,24,1917,198,2014,2,27
82,56,67,24,1927,198,2014,2,28
82,56,67,24,1923,198,2014,3,1
82,56,67,24,1921,198,2014,3,2
82,61,74,24,1921,197,2014,3,3
82,61,74,24,1921,197,2014,3,4
82,61,74,24,1925,197,2014,3,5
82,61,74,24,1922,197,2014,3,6
83,62,74,24,1927,197,2014,3,7
83,62,74,24,1925,197,2014,3,8
83,59,70,24,1928,197,2014,3,9
83,59,70,24,1934,197,2014,3,10
83,59,70,24,1940,197,2014,3,11
76,54,70,24,1932,197,2014,3,12
76,54,70,24,1932,197,2014,3,13
76,54,70,24,1932,197,2014,3,14
76,54,70,24,1932,197,2014,3,15
76,54,70,24,1932,197,2014,3,16
76,54,70,24,1932,197,2014,3,17
76,54,70,24,1932,197,2014,3,18
76,54,70,24,1932,197,2014,3,19
76,54,70,24,1932,197,2014,3,20
76,54,70,24,1932,197,2014,3,21
76,54,70,24,1932,197,2014,3,22
76,54,70,24,1932,197,2014,3,23
76,54,70,24,1932,197,2014,3,24
76,54,70,24,1932,197,2014,3,25
76,54,70,24,1932,197,2014,3,26
76,54,70,24,1932,197,2014,3,27
76,54,70,24,1932,197,2014,3,28
98,95,97,24,1534,196,2014,3,29
99,92,93,24,1534,196,2014,3,30
100,80,80,24,1628,196,2014,3,31
97,73,75,24,1724,196,2014,4,1
94,62,65,24,1714,196,2014,4,2
94,62,65,24,1741,196,2014,4,3
94,62,65,24,1730,196,2014,4,4
90,64,70,24,1821,196,2014,4,5
90,64,70,24,1836,196,2014,4,6
90,64,70,24,1840,196,2014,4,7
90,64,70,24,1851,196,2014,4,8
88,62,70,24,1859,196,2014,4,9
87,61,70,24,1867,196,2014,4,10
87,61,69,24,1864,196,2014,4,11
87,61,69,24,1859,196,2014,4,12
88,61,69,24,1864,196,2014,4,13
88,61,69,24,1871,196,2014,4,14
88,61,69,24,1871,196,2014,4,15
86,60,69,24,1869,196,2014,4,16
86,60,69,24,1871,196,2014,4,17
86,58,67,24,1880,196,2014,4,18
86,58,67,24,1878,196,2014,4,19
86,57,66,24,1876,196,2014,4,20
88,59,66,24,1877,196,2014,4,21
88,59,66,24,1874,196,2014,4,22
88,59,66,24,1874,195,2014,4,23
88,58,65,24,1862,195,2014,4,24
88,58,65,24,1865,195,2014,4,25
88,58,65,24,1871,195,2014,4,26
88,58,65,24,1873,195,2014,4,27
88,55,62,24,1870,195,2014,4,28
88,55,62,24,1874,195,2014,4,29
86,54,62,24,1871,195,2014,4,30
88,55,62,24,1882,195,2014,5,1
87,57,65,24,1885,195,2014,5,2
87,57,65,24,1862,195,2014,5,3
87,57,65,24,1854,195,2014,5,4
87,57,65,24,1862,195,2014,5,5
87,57,65,24,1857,195,2014,5,6
88,58,65,24,1860,195,2014,5,7
88,58,65,24,1863,195,2014,5,8
88,60,68,24,1862,195,2014,5,9
88,60,68,24,1864,195,2014,5,10
88,60,68,24,1900,195,2014,5,11
89,61,68,24,1908,195,2014,5,12
89,61,68,24,1922,195,2014,5,13
89,61,68,24,1924,195,2014,5,14
89,61,68,24,1930,195,2014,5,15
92,61,66,24,1931,195,2014,5,16
92,61,66,24,1951,195,2014,5,17
92,61,66,24,1912,195,2014,5,18
84,56,66,22,1885,194,2014,5,19
89,59,66,24,1899,194,2014,5,20
79,53,66,21,1854,194,2014,5,21
87,58,66,24,1908,194,2014,5,22
88,59,66,24,1911,194,2014,5,23
88,59,66,24,1927,194,2014,5,24
88,61,69,24,1942,194,2014,5,25
80,55,69,22,1956,194,2014,5,26
88,61,69,24,1950,194,2014,5,27
80,55,69,22,1954,194,2014,5,28
87,61,69,24,1858,194,2014,5,29
87,61,69,24,1907,194,2014,5,30
79,55,69,22,1924,194,2014,5,31
87,61,69,24,1799,194,2014,6,1
87,62,71,24,1916,194,2014,6,2
87,62,71,24,1931,194,2014,6,3
84,60,71,24,1972,194,2014,6,4
84,60,71,24,1947,194,2014,6,5
76,55,72,22,1955,194,2014,6,6
82,60,72,24,1951,194,2014,6,7
82,60,72,24,1937,194,2014,6,8
82,60,72,24,1951,194,2014,6,9
82,60,72,24,1951,194,2014,6,10
82,60,72,24,1953,194,2014,6,11
82,60,72,24,1951,194,2014,6,12
82,60,72,24,1949,194,2014,6,13
82,61,74,24,1949,193,2014,6,14
82,61,74,24,1951,193,2014,6,15
82,61,74,24,1950,193,2014,6,16
82,61,74,24,1956,193,2014,6,17
75,56,74,22,1956,193,2014,6,18
82,61,74,24,1906,193,2014,6,19
83,62,74,24,1907,193,2014,6,20
83,62,74,24,1904,193,2014,6,21
76,56,74,22,1911,193,2014,6,22
83,62,74,24,1904,193,2014,6,23
80,59,74,23,1903,193,2014,6,24
79,59,74,23,1871,193,2014,6,25
83,62,74,24,1876,193,2014,6,26
76,56,74,22,1889,193,2014,6,27
83,62,74,24,1869,193,2014,6,28
74,55,74,22,1869,193,2014,6,29
81,60,74,24,1886,193,2014,6,30
81,60,74,24,1887,193,2014,7,1
80,60,74,24,1887,193,2014,7,2
80,60,74,24,1887,193,2014,7,3
80,60,74,24,1890,193,2014,7,4
80,60,74,24,1835,193,2014,7,5
80,60,74,24,1838,193,2014,7,6
80,60,74,24,1885,193,2014,7,7
80,60,74,24,1888,193,2014,7,8
80,60,74,24,1885,193,2014,7,9
80,60,74,24,1883,192,2014,7,10
80,60,74,24,1897,192,2014,7,11
80,60,75,24,1898,192,2014,7,12
80,60,75,24,1903,192,2014,7,13
80,60,75,24,1915,192,2014,7,14
80,60,75,24,1915,192,2014,7,15
80,60,75,24,1915,192,2014,7,16
80,62,78,24,1922,192,2014,7,17
80,62,78,24,1929,192,2014,7,18
80,62,78,24,1928,192,2014,7,19
80,62,78,24,1928,192,2014,7,20
80,62,78,24,1917,192,2014,7,21
80,62,78,24,1920,192,2014,7,22
80,62,78,24,1918,192,2014,7,23
80,62,78,24,1912,192,2014,7,24
80,62,78,24,1912,192,2014,7,25
80,62,78,24,1912,192,2014,7,26
75,56,74,23,1924,192,2014,7,27
78,61,78,23,1918,192,2014,7,28
80,63,78,24,1918,192,2014,7,29
80,63,78,24,1918,192,2014,7,30
73,58,78,22,1918,192,2014,7,31
80,63,78,24,1921,192,2014,8,1
80,63,78,24,1921,192,2014,8,2
80,63,78,24,1921,192,2014,8,3
73,58,79,22,1921,192,2014,8,4
80,64,79,24,1921,191,2014,8,5
80,64,79,24,1921,191,2014,8,6
73,58,79,22,1921,191,2014,8,7
80,64,79,24,1921,191,2014,8,8
73,61,83,22,1921,191,2014,8,9
