volume_of_liquid_m3/day,water_volume_m3/day,water_cut_%,working_hours,dynamic_level_m,reservoir_pressure_atm,year,month,day
80,67,83,24,1918,191,2014,8,10
72,54,74,22,1918,191,2014,8,11
80,60,74,24,1918,191,2014,8,12
73,54,74,22,1918,191,2014,8,13
80,60,74,24,1918,191,2014,8,14
73,54,74,22,1918,191,2014,8,15
73,54,74,22,1918,191,2014,8,16
73,54,74,22,1918,191,2014,8,17
62,46,74,19,1918,191,2014,8,18
73,54,74,22,1918,191,2014,8,19
81,60,74,24,1918,191,2014,8,20
74,55,74,22,1920,191,2014,8,21
81,60,74,24,1917,191,2014,8,22
74,55,74,22,1917,191,2014,8,23
75,56,74,22,1917,191,2014,8,24
81,60,74,24,1915,191,2014,8,25
74,52,70,22,1920,191,2014,8,26
74,52,70,22,1920,191,2014,8,27
81,57,70,24,1920,191,2014,8,28
81,57,70,24,1920,191,2014,8,29
74,52,70,22,1920,190,2014,8,30
81,57,70,24,1920,190,2014,8,31
75,48,64,22,1920,190,2014,9,1
82,53,64,24,1920,190,2014,9,2
68,44,64,20,1920,190,2014,9,3
75,50,66,22,1920,190,2014,9,4
82,55,66,24,1920,190,2014,9,5
79,53,66,23,1920,190,2014,9,6
78,52,66,23,1920,190,2014,9,7
75,50,66,22,1920,190,2014,9,8
75,49,64,22,1920,190,2014,9,9
75,48,64,22,1920,190,2014,9,10
75,48,64,22,1920,190,2014,9,11
75,49,64,22,1920,190,2014,9,12
75,48,64,22,1920,190,2014,9,13
82,53,64,24,1920,190,2014,9,14
75,48,64,22,1920,190,2014,9,15
82,53,64,24,1920,190,2014,9,16
75,48,64,22,1937,190,2014,9,17
75,48,64,22,1912,190,2014,9,18
75,48,64,22,1924,190,2014,9,19
82,53,64,24,1924,190,2014,9,20
75,49,64,22,1941,190,2014,9,21
75,49,64,22,1955,190,2014,9,22
82,53,64,24,1907,190,2014,9,23
75,48,64,22,1931,190,2014,9,24
75,44,58,22,1931,189,2014,9,25
83,49,58,24,1951,189,2014,9,26
76,45,58,22,1919,189,2014,9,27
83,49,58,24,1900,189,2014,9,28
76,45,58,22,1895,189,2014,9,29
83,49,58,24,1933,189,2014,9,30
75,41,54,22,1942,189,2014,10,1
82,45,54,24,1929,189,2014,10,2
75,41,54,22,1987,189,2014,10,3
82,45,54,24,1934,189,2014,10,4
75,41,54,22,1958,189,2014,10,5
82,52,62,24,1942,189,2014,10,6
72,45,62,22,1976,189,2014,10,7
78,49,62,24,1946,189,2014,10,8
72,45,62,22,1978,189,2014,10,9
71,45,62,24,1897,189,2014,10,10
71,45,63,24,1919,189,2014,10,11
81,52,63,24,1953,189,2014,10,12
81,52,63,24,1916,189,2014,10,13
82,52,63,24,1918,189,2014,10,14
82,52,63,24,1914,189,2014,10,15
77,45,58,24,1917,189,2014,10,16
65,38,58,24,1905,189,2014,10,17
60,35,58,22,1883,189,2014,10,18
68,40,58,20,1922,189,2014,10,19
75,44,58,22,1898,189,2014,10,20
71,42,58,22,1897,188,2014,10,21
71,42,58,22,1803,188,2014,10,22
78,46,58,24,1803,188,2014,10,23
71,45,62,22,1803,188,2014,10,24
79,50,62,24,1803,188,2014,10,25
60,38,62,24,1803,188,2014,10,26
68,43,62,24,1803,188,2014,10,27
68,43,62,24,1803,188,2014,10,28
74,46,62,24,1803,188,2014,10,29
74,47,63,24,1803,188,2014,10,30
74,47,63,24,1803,188,2014,10,31
63,40,63,20,1803,188,2014,11,1
21,13,63,22,1803,188,2014,11,2
42,26,62,24,1803,188,2014,11,3
29,18,62,24,1803,188,2014,11,4
82,52,62,24,1803,188,2014,11,5
67,42,62,24,1803,188,2014,11,6
70,44,62,24,1803,188,2014,11,7
72,45,62,24,1803,188,2014,11,8
73,46,62,24,1853,188,2014,11,9
73,46,62,24,1870,188,2014,11,10
74,46,62,24,1861,188,2014,11,11
76,46,59,24,1823,188,2014,11,12
76,46,59,24,1823,188,2014,11,13
76,46,59,24,1823,188,2014,11,14
76,46,59,24,1823,188,2014,11,15
76,46,59,24,1823,187,2014,11,16
76,46,59,24,1823,187,2014,11,17
76,46,59,24,1823,187,2014,11,18
76,46,59,24,1823,187,2014,11,19
76,46,59,24,1823,187,2014,11,20
76,46,59,24,1823,187,2014,11,21
76,46,59,24,1823,187,2014,11,22
76,46,59,24,1823,187,2014,11,23
76,46,59,24,1823,187,2014,11,24
76,46,59,24,1823,187,2014,11,25
76,46,59,24,1823,187,2014,11,26
76,46,59,24,1823,187,2014,11,27
76,46,59,24,1823,187,2014,11,28
76,46,59,24,1823,187,2014,11,29
76,46,59,24,1823,187,2014,11,30
76,46,59,24,1823,187,2014,12,1
86,84,98,24,1611,187,2014,12,2
83,81,98,24,1594,187,2014,12,3
82,80,98,24,1614,187,2014,12,4
82,80,98,24,1614,187,2014,12,5
82,76,92,24,1682,187,2014,12,6
85,68,80,24,1741,187,2014,12,7
81,49,60,24,1762,187,2014,12,8
81,49,60,24,1782,187,2014,12,9
81,49,60,24,1788,187,2014,12,10
81,49,60,24,1794,186,2014,12,11
75,46,60,24,1798,186,2014,12,12
75,46,60,24,1805,186,2014,12,13
75,46,60,24,1804,186,2014,12,14
75,46,60,24,1807,186,2014,12,15
75,46,61,24,1809,186,2014,12,16
78,48,61,24,1808,186,2014,12,17
78,48,61,24,1814,186,2014,12,18
78,51,65,24,1824,186,2014,12,19
78,51,65,24,1823,186,2014,12,20
77,51,65,24,1818,186,2014,12,21
76,50,65,24,1820,186,2014,12,22
76,45,58,24,1817,186,2014,12,23
75,44,58,24,1823,186,2014,12,24
75,44,58,24,1827,186,2014,12,25
75,44,58,24,1838,186,2014,12,26
75,44,58,24,1823,186,2014,12,27
75,44,58,24,1835,186,2014,12,28
74,44,58,24,1835,186,2014,12,29
74,42,56,24,1843,186,2014,12,30
74,42,56,24,1854,186,2014,12,31
74,42,56,24,1853,186,2015,1,1
74,42,56,24,1857,186,2015,1,2
73,42,56,24,1853,186,2015,1,3
72,41,56,24,1856,186,2015,1,4
73,48,65,24,1805,186,2015,1,5
73,48,65,24,1804,185,2015,1,6
70,46,65,23,1817,185,2015,1,7
73,48,65,24,1823,185,2015,1,8
73,48,65,24,1925,185,2015,1,9
71,45,63,23,1823,185,2015,1,10
69,44,63,23,1811,185,2015,1,11
73,47,63,24,1815,185,2015,1,12
72,46,63,24,1821,185,2015,1,13
73,47,63,24,1821,185,2015,1,14
73,47,63,24,1830,185,2015,1,15
73,47,63,24,1841,185,2015,1,16
73,47,63,24,1857,185,2015,1,17
67,43,63,22,1870,185,2015,1,18
73,47,63,24,1873,185,2015,1,19
73,48,65,24,1867,185,2015,1,20
73,48,65,24,1887,185,2015,1,21
73,48,65,24,1894,185,2015,1,22
73,48,65,24,1911,185,2015,1,23
73,48,65,24,1918,185,2015,1,24
73,48,65,24,1877,185,2015,1,25
73,48,65,24,1886,185,2015,1,26
73,53,72,24,1886,185,2015,1,27
73,53,72,24,1899,185,2015,1,28
73,53,72,24,1910,185,2015,1,29
73,53,72,24,1917,185,2015,1,30
73,53,72,24,1922,185,2015,1,31
73,53,72,24,1920,184,2015,2,1
73,53,72,24,1931,184,2015,2,2
73,55,75,24,1940,184,2015,2,3
68,51,75,24,1940,184,2015,2,4
68,51,75,24,1949,184,2015,2,5
68,51,75,24,1963,184,2015,2,6
68,52,76,24,1960,184,2015,2,7
68,52,76,24,1962,184,2015,2,8
68,52,76,24,1960,184,2015,2,9
68,52,76,24,1991,184,2015,2,10
68,52,76,24,1991,184,2015,2,11
68,52,76,24,1970,184,2015,2,12
68,52,76,24,1975,184,2015,2,13
68,52,76,24,1972,184,2015,2,14
62,47,76,22,1980,184,2015,2,15
68,52,76,24,1970,184,2015,2,16
68,52,76,24,1971,184,2015,2,17
68,52,76,24,1977,184,2015,2,18
68,52,76,24,1965,184,2015,2,19
68,52,76,24,1965,184,2015,2,20
62,44,71,22,1982,184,2015,2,21
63,45,71,22,1971,184,2015,2,22
60,43,71,21,1950,184,2015,2,23
60,43,71,21,1978,184,2015,2,24
56,43,76,20,1970,184,2015,2,25
68,52,76,24,1982,184,2015,2,26
62,47,76,22,1989,183,2015,2,27
68,52,76,24,1972,183,2015,2,28
68,52,76,24,1974,183,2015,3,1
68,49,71,24,1975,183,2015,3,2
63,45,71,22,1977,183,2015,3,3
67,48,71,24,1957,183,2015,3,4
66,47,71,23,1963,183,2015,3,5
63,45,71,22,1952,183,2015,3,6
68,49,71,24,1958,183,2015,3,7
62,44,71,22,1958,183,2015,3,8
81,58,71,24,1958,183,2015,3,9
71,50,70,22,1961,183,2015,3,10
71,50,70,22,1965,183,2015,3,11
78,55,70,24,1957,183,2015,3,12
71,50,70,22,1931,183,2015,3,13
78,55,70,24,1953,183,2015,3,14
40,29,70,12,1956,183,2015,3,15
71,50,70,22,1960,183,2015,3,16
78,55,70,24,1962,183,2015,3,17
72,51,70,22,1930,183,2015,3,18
80,57,70,24,1949,183,2015,3,19
73,52,70,22,1935,183,2015,3,20
77,55,71,24,1960,183,2015,3,21
77,55,71,24,1960,183,2015,3,22
70,50,71,22,1960,183,2015,3,23
70,50,71,22,1951,183,2015,3,24
74,53,71,22,1948,182,2015,3,25
74,53,71,22,1948,182,2015,3,26
74,53,71,22,1939,182,2015,3,27
74,53,71,22,1939,182,2015,3,28
74,53,71,22,1942,182,2015,3,29
74,53,70,22,1948,182,2015,3,30
81,57,70,24,1950,182,2015,3,31
65,46,70,20,1948,182,2015,4,1
73,51,70,22,1934,182,2015,4,2
73,51,70,22,1934,182,2015,4,3
69,48,70,21,1940,182,2015,4,4
80,57,70,24,1947,182,2015,4,5
60,43,70,18,1933,182,2015,4,6
61,43,70,18,1928,182,2015,4,7
70,50,70,21,1928,182,2015,4,8
74,52,70,22,1926,182,2015,4,9
72,51,70,21,1938,182,2015,4,10
74,52,70,22,1946,182,2015,4,11
74,53,70,22,1944,182,2015,4,12
73,52,70,22,1945,182,2015,4,13
74,52,70,22,1945,182,2015,4,14
73,52,70,22,1945,182,2015,4,15
73,53,71,22,1945,182,2015,4,16
70,50,71,21,1945,182,2015,4,17
72,51,71,22,1945,182,2015,4,18
72,51,71,22,1942,181,2015,4,19
72,49,67,22,1942,181,2015,4,20
72,49,67,22,1942,181,2015,4,21
71,48,67,22,1951,181,2015,4,22
64,43,67,20,1971,181,2015,4,23
72,50,69,22,1971,181,2015,4,24
69,48,69,21,1937,181,2015,4,25
72,50,69,22,1938,181,2015,4,26
72,50,69,22,1939,181,2015,4,27
72,50,69,22,1940,181,2015,4,28
66,46,69,20,1944,181,2015,4,29
71,50,69,22,1941,181,2015,4,30
71,50,69,22,1941,181,2015,5,1
71,50,70,22,1938,181,2015,5,2
70,49,70,22,1940,181,2015,5,3
70,49,70,22,1949,181,2015,5,4
70,49,70,22,1940,181,2015,5,5
69,47,68,22,1935,181,2015,5,6
69,47,68,22,1960,181,2015,5,7
69,47,68,22,1937,181,2015,5,8
69,47,68,22,1942,181,2015,5,9
65,41,62,21,1942,181,2015,5,10
53,33,62,17,1942,181,2015,5,11
69,43,62,22,1942,181,2015,5,12
69,43,62,22,1942,181,2015,5,13
70,44,62,22,1942,181,2015,5,14
70,44,62,22,1942,180,2015,5,15
70,44,62,22,1942,180,2015,5,16
70,44,62,22,1942,180,2015,5,17
70,44,62,22,1942,180,2015,5,18
70,44,62,22,1942,180,2015,5,19
70,44,62,22,1942,180,2015,5,20
62,39,62,20,1942,180,2015,5,21
70,44,62,22,1931,180,2015,5,22
65,42,64,21,1926,180,2015,5,23
69,45,64,22,1927,180,2015,5,24
73,48,64,22,1927,180,2015,5,25
76,49,64,22,1927,180,2015,5,26
69,45,64,20,1927,180,2015,5,27
69,45,64,20,1942,180,2015,5,28
68,44,64,20,1951,180,2015,5,29
74,48,64,22,1938,180,2015,5,30
66,43,64,20,1948,180,2015,6,1
74,48,64,22,1932,180,2015,6,2
63,41,64,19,1948,180,2015,6,3
81,52,64,24,1939,180,2015,6,4
55,35,64,16,1887,180,2015,6,5
72,47,64,22,1906,180,2015,6,6
61,40,64,18,1902,180,2015,6,7
67,44,64,20,1897,180,2015,6,8
71,46,64,21,1886,180,2015,6,9
69,45,64,21,1886,180,2015,6,10
68,44,64,21,1886,179,2015,6,11
72,46,64,22,1886,179,2015,6,12
59,38,64,18,1869,179,2015,6,13
75,48,64,23,1869,179,2015,6,14
75,49,64,22,1857,179,2015,6,15
74,48,64,22,1876,179,2015,6,16
81,52,64,24,1820,179,2015,6,17
81,52,64,24,1888,179,2015,6,18
74,48,64,22,1879,179,2015,6,19
81,52,64,24,1879,179,2015,6,20
81,52,64,24,1762,179,2015,6,21
80,52,64,24,1854,179,2015,6,22
84,55,65,24,1897,179,2015,6,23
84,55,65,24,1897,179,2015,6,24
84,55,65,24,1897,179,2015,6,25
84,55,65,24,1897,179,2015,6,26
84,55,65,24,1897,179,2015,6,27
84,55,65,24,1897,179,2015,6,28
84,55,65,24,1897,179,2015,6,29
84,55,65,24,1897,179,2015,6,30
84,55,65,24,1897,179,2015,7,1
84,55,65,24,1897,179,2015,7,2
84,55,65,24,1897,179,2015,7,3
57,54,95,20,1532,179,2015,7,4
57,54,95,18,1529,179,2015,7,5
55,53,95,17,1570,179,2015,7,6
62,59,95,19,1572,178,2015,7,7
70,67,96,22,1570,178,2015,7,8
56,54,96,18,1556,178,2015,7,9
31,30,98,8,1556,178,2015,7,10
110,99,90,24,1709,178,2015,7,11
113,96,85,24,1734,178,2015,7,12
95,76,80,24,1786,178,2015,7,13
79,58,72,24,1801,178,2015,7,14
76,50,65,24,1808,178,2015,7,15
71,54,75,24,1782,178,2015,7,16
71,52,73,24,1806,178,2015,7,17
70,50,70,24,1790,178,2015,7,18
70,50,70,24,1786,178,2015,7,19
70,50,70,24,1786,178,2015,7,20
70,49,70,24,1788,178,2015,7,21
71,50,70,24,1789,178,2015,7,22
71,50,70,24,1795,178,2015,7,23
71,50,70,24,1801,178,2015,7,24
71,50,70,24,1808,178,2015,7,25
69,46,67,24,1816,178,2015,7,26
69,46,67,24,1822,178,2015,7,27
67,45,67,24,1833,178,2015,7,28
67,45,67,24,1837,178,2015,7,29
70,47,67,24,1845,178,2015,7,30
70,47,67,24,1852,178,2015,7,31
69,47,67,24,1850,177,2015,8,1
69,47,67,24,1861,177,2015,8,2
69,47,67,24,1865,177,2015,8,3
69,47,67,24,1871,177,2015,8,4
69,47,67,24,1868,177,2015,8,5
69,47,67,24,1873,177,2015,8,6
68,46,67,24,1868,177,2015,8,7
68,46,67,24,1857,177,2015,8,8
68,46,67,24,1883,177,2015,8,9
70,48,67,24,1886,177,2015,8,10
70,48,67,24,1886,177,2015,8,11
67,46,67,24,1981,177,2015,8,12
67,46,67,24,1889,177,2015,8,13
67,46,67,24,1897,177,2015,8,14
67,45,67,24,1909,177,2015,8,15
62,42,67,22,1904,177,2015,8,16
51,35,67,18,1820,177,2015,8,17
63,43,67,23,1818,177,2015,8,18
86,58,67,24,1860,177,2015,8,19
86,58,67,24,1860,177,2015,8,20
86,58,67,24,1843,177,2015,8,21
87,59,67,24,1845,177,2015,8,22
82,56,67,24,1844,177,2015,8,23
82,56,67,24,1844,177,2015,8,24
82,56,67,24,1850,177,2015,8,25
82,56,67,24,1850,177,2015,8,26
83,56,67,24,1857,176,2015,8,27
83,56,67,24,1868,176,2015,8,28
83,59,70,24,1868,176,2015,8,29
83,59,70,24,1858,176,2015,8,30
76,54,70,22,1858,176,2015,8,31
78,55,70,22,1858,176,2015,9,1
78,55,70,22,1959,176,2015,9,2
78,55,70,22,1852,176,2015,9,3
78,55,70,22,1872,176,2015,9,4
74,52,70,21,1875,176,2015,9,5
74,52,70,21,1846,176,2015,9,6
78,55,70,22,1846,176,2015,9,7
80,57,70,22,1824,176,2015,9,8
80,57,70,22,1875,176,2015,9,9
73,52,70,20,1875,176,2015,9,10
73,51,70,20,1838,176,2015,9,11
81,57,70,22,1828,176,2015,9,12
73,52,70,20,1843,176,2015,9,13
73,53,72,20,1843,176,2015,9,14
77,56,72,21,1843,176,2015,9,15
80,58,72,22,1940,176,2015,9,16
88,64,72,24,1940,176,2015,9,17
80,58,72,22,1837,176,2015,9,18
88,64,72,24,1848,176,2015,9,19
88,64,72,24,1845,176,2015,9,20
81,59,72,22,1853,176,2015,9,21
88,64,72,24,1838,175,2015,9,22
88,64,72,24,1843,175,2015,9,23
88,64,72,24,1846,175,2015,9,24
83,61,72,23,1845,175,2015,9,25
73,53,72,23,1845,175,2015,9,26
76,55,72,24,1841,175,2015,9,27
76,55,72,24,1843,175,2015,9,28
76,55,72,24,1845,175,2015,9,29
72,53,72,24,1847,175,2015,9,30
72,53,72,24,1846,175,2015,10,1
72,53,72,24,1848,175,2015,10,2
72,53,72,24,1846,175,2015,10,3
74,54,72,24,1845,175,2015,10,4
74,54,72,24,1847,175,2015,10,5
74,54,72,24,1846,175,2015,10,6
73,52,70,24,1847,175,2015,10,7
73,52,70,24,1846,175,2015,10,8
71,50,70,24,1846,175,2015,10,9
71,50,70,24,1846,175,2015,10,10
71,50,70,24,1848,175,2015,10,11
66,47,70,24,1845,175,2015,10,12
66,47,70,24,1849,175,2015,10,13
70,49,70,24,1854,175,2015,10,14
70,49,70,24,1855,175,2015,10,15
73,52,70,24,1855,175,2015,10,16
73,52,70,24,1861,175,2015,10,17
67,48,70,24,1862,174,2015,10,18
72,51,70,24,1855,174,2015,10,19
72,51,70,24,1855,174,2015,10,20
72,51,70,24,1860,174,2015,10,21
68,48,70,24,1866,174,2015,10,22
68,48,70,24,1867,174,2015,10,23
69,49,70,24,1867,174,2015,10,24
69,49,70,24,1877,174,2015,10,25
71,50,70,24,1876,174,2015,10,26
71,50,70,24,1877,174,2015,10,27
71,50,70,24,1882,174,2015,10,28
65,46,70,22,1906,174,2015,10,29
65,46,70,22,1906,174,2015,10,30
60,43,70,22,1854,174,2015,10,31
66,47,70,24,1854,174,2015,11,1
71,50,70,24,1876,174,2015,11,2
71,50,70,24,1881,174,2015,11,3
65,46,70,22,1881,174,2015,11,4
71,50,70,24,1861,174,2015,11,5
72,51,70,24,1868,174,2015,11,6
72,52,72,24,1868,174,2015,11,7
68,50,72,23,1879,174,2015,11,8
72,52,72,24,1876,174,2015,11,9
67,49,72,22,1876,174,2015,11,10
74,54,72,24,1875,174,2015,11,11
74,54,72,24,1871,174,2015,11,12
68,49,72,22,1871,173,2015,11,13
74,52,70,24,1872,173,2015,11,14
74,52,70,24,1872,173,2015,11,15
74,52,70,24,1869,173,2015,11,16
74,52,70,24,1869,173,2015,11,17
63,45,70,21,1875,173,2015,11,18
61,44,72,21,1875,173,2015,11,19
61,44,72,21,1889,173,2015,11,20
61,44,72,21,1889,173,2015,11,21
71,52,73,24,1885,173,2015,11,22
72,53,73,24,1883,173,2015,11,23
72,53,73,24,1879,173,2015,11,24
72,53,73,24,1881,173,2015,11,25
72,53,73,24,1880,173,2015,11,26
72,53,73,24,1882,173,2015,11,27
72,55,76,24,1882,173,2015,11,28
72,55,76,23,1883,173,2015,11,29
72,55,76,23,1874,173,2015,11,30
72,55,76,24,1874,173,2015,12,1
72,55,76,24,1875,173,2015,12,2
72,55,76,22,1856,173,2015,12,3
72,54,75,24,1878,173,2015,12,4
72,54,75,24,1875,173,2015,12,5
72,54,75,24,1874,173,2015,12,6
72,54,75,24,1876,173,2015,12,7
72,54,75,24,1876,172,2015,12,8
72,54,75,24,1874,172,2015,12,9
72,54,75,24,1874,172,2015,12,10
72,55,76,24,1870,172,2015,12,11
72,55,76,24,1870,172,2015,12,12
72,55,76,24,1877,172,2015,12,13
68,52,76,22,1869,172,2015,12,14
74,57,76,24,1875,172,2015,12,15
70,54,76,24,1882,172,2015,12,16
70,54,76,24,1890,172,2015,12,17
68,52,76,24,1883,172,2015,12,18
68,52,76,24,1894,172,2015,12,19
62,47,76,22,1885,172,2015,12,20
68,52,76,24,1874,172,2015,12,21
68,52,76,24,1874,172,2015,12,22
71,54,76,24,1882,172,2015,12,23
71,53,75,24,1882,172,2015,12,24
71,53,75,24,1878,172,2015,12,25
65,49,75,22,1897,172,2015,12,26
71,53,75,24,1897,172,2015,12,27
71,53,75,24,1868,172,2015,12,28
68,51,75,23,1868,172,2015,12,29
61,48,77,21,1987,172,2015,12,30
71,55,77,24,1873,172,2015,12,31
71,55,77,24,1876,172,2016,1,1
57,44,77,20,1860,172,2016,1,2
70,54,77,24,1858,171,2016,1,3
70,54,77,24,1871,171,2016,1,4
71,55,77,24,1873,171,2016,1,5
57,44,77,19,1856,171,2016,1,6
72,55,77,24,1869,171,2016,1,7
62,47,76,21,1884,171,2016,1,8
63,48,76,23,1919,171,2016,1,9
58,44,76,21,1876,171,2016,1,10
66,51,76,24,1876,171,2016,1,11
66,52,78,24,1878,171,2016,1,12
70,55,78,24,1877,171,2016,1,13
70,55,78,24,1874,171,2016,1,14
67,53,78,23,1874,171,2016,1,15
73,57,78,24,1872,171,2016,1,16
70,54,77,23,1873,171,2016,1,17
73,57,77,24,1873,171,2016,1,18
73,57,77,24,1875,171,2016,1,19
67,52,77,22,1868,171,2016,1,20
60,47,77,20,1850,171,2016,1,21
73,57,77,24,1860,171,2016,1,22
73,57,77,24,1862,171,2016,1,23
73,57,77,24,1862,171,2016,1,24
73,57,77,24,1862,171,2016,1,25
73,57,77,24,1862,171,2016,1,26
73,57,77,24,1862,171,2016,1,27
73,57,77,24,1862,171,2016,1,28
73,57,77,24,1862,170,2016,1,29
73,57,77,24,1862,170,2016,1,30
73,57,77,24,1862,170,2016,1,31
73,57,77,24,1862,170,2016,2,1
73,57,77,24,1862,170,2016,2,2
73,57,77,24,1862,170,2016,2,3
73,57,77,24,1862,170,2016,2,4
73,57,77,24,1862,170,2016,2,5
73,57,77,24,1862,170,2016,2,6
73,57,77,24,1862,170,2016,2,7
73,57,77,24,1862,170,2016,2,8
73,57,77,24,1862,170,2016,2,9
73,57,77,24,1862,170,2016,2,10
73,57,77,24,1862,170,2016,2,11
73,57,77,24,1862,170,2016,2,12
73,57,77,24,1862,170,2016,2,13
93,90,97,24,1705,170,2016,2,14
93,90,97,24,1731,170,2016,2,15
89,73,82,24,1775,170,2016,2,16
89,70,79,24,1811,170,2016,2,17
80,63,78,24,1843,170,2016,2,18
79,62,78,24,1843,170,2016,2,19
73,57,78,23,1793,170,2016,2,20
76,59,78,24,1803,170,2016,2,21
76,59,78,24,1800,170,2016,2,22
73,57,78,24,1801,170,2016,2,23
77,60,78,24,1806,169,2016,2,24
77,60,78,24,1807,169,2016,2,25
72,56,78,24,1814,169,2016,2,26
72,56,78,24,1816,169,2016,2,27
72,57,79,24,1823,169,2016,2,28
72,57,79,24,1821,169,2016,2,29
72,57,79,24,1825,169,2016,3,1
72,57,79,24,1830,169,2016,3,2
72,57,79,24,1831,169,2016,3,3
73,58,80,24,1831,169,2016,3,4
73,58,80,24,1856,169,2016,3,5
71,57,80,24,1866,169,2016,3,6
71,57,80,24,1875,169,2016,3,7
73,58,80,24,1883,169,2016,3,8
73,58,80,24,1889,169,2016,3,9
68,53,78,24,1886,169,2016,3,10
68,53,78,24,1885,169,2016,3,11
68,53,78,24,1883,169,2016,3,12
68,53,78,24,1862,169,2016,3,13
68,53,78,24,1842,169,2016,3,14
68,53,78,24,1839,169,2016,3,15
71,55,78,24,1836,169,2016,3,16
71,55,78,24,1841,169,2016,3,17
71,55,77,24,1845,169,2016,3,18
71,55,77,24,1847,169,2016,3,19
