volume_of_liquid_m3/day,water_volume_m3/day,water_cut_%,working_hours,dynamic_level_m,reservoir_pressure_atm,year,month,day
34,26,75,21,2122,123,2019,6,11
40,31,77,24,2134,123,2019,6,12
32,25,77,19,2134,123,2019,6,13
40,31,77,24,2134,123,2019,6,14
38,29,77,19,2134,123,2019,6,15
48,37,77,24,2134,123,2019,6,16
38,29,75,19,2134,123,2019,6,17
48,36,75,24,2134,123,2019,6,18
37,28,75,19,2134,122,2019,6,19
39,29,75,19,2134,122,2019,6,20
43,32,75,22,2134,122,2019,6,21
36,27,75,18,2134,122,2019,6,22
44,34,75,23,2122,122,2019,6,23
32,24,75,19,2122,122,2019,6,24
40,30,75,24,2122,122,2019,6,25
37,27,74,22,2122,122,2019,6,26
35,26,74,21,2122,122,2019,6,27
32,24,74,19,2122,122,2019,6,28
33,24,74,20,2122,122,2019,6,29
40,30,74,24,2122,122,2019,6,30
40,30,74,24,2122,122,2019,7,1
32,24,74,19,2122,122,2019,7,2
32,24,74,19,2122,122,2019,7,3
47,34,73,24,2122,122,2019,7,4
37,27,73,19,2122,122,2019,7,5
47,34,73,24,2134,122,2019,7,6
38,28,73,20,2134,122,2019,7,7
42,31,73,24,2134,122,2019,7,8
37,27,73,20,2098,122,2019,7,9
36,27,73,20,2098,122,2019,7,10
36,27,74,20,2098,122,2019,7,11
45,33,74,24,2098,122,2019,7,12
36,27,74,20,2098,122,2019,7,13
36,27,74,20,2098,122,2019,7,14
45,33,74,24,2122,121,2019,7,15
40,29,74,20,2122,121,2019,7,16
48,36,74,24,2122,121,2019,7,17
32,24,74,17,2122,121,2019,7,18
43,32,74,22,2122,121,2019,7,19
37,28,74,20,2122,121,2019,7,20
37,27,72,20,2122,121,2019,7,21
39,28,72,20,2122,121,2019,7,22
38,28,72,21,2122,121,2019,7,23
38,28,72,21,2122,121,2019,7,24
40,29,71,22,2110,121,2019,7,25
41,30,71,22,2110,121,2019,7,26
35,25,71,18,2110,121,2019,7,27
39,28,71,21,2122,121,2019,7,28
35,25,71,18,2075,121,2019,7,29
35,26,73,18,2110,121,2019,7,30
40,29,73,21,2110,121,2019,7,31
30,22,73,17,2098,121,2019,8,1
29,21,73,17,2098,121,2019,8,2
30,22,73,17,2098,121,2019,8,3
29,22,73,17,2098,121,2019,8,4
28,20,73,16,2098,121,2019,8,5
30,22,73,17,2075,121,2019,8,6
27,20,73,16,2075,121,2019,8,7
34,25,73,20,2075,121,2019,8,8
29,21,73,15,2075,121,2019,8,9
37,27,73,19,2075,120,2019,8,10
32,24,75,16,2075,120,2019,8,11
27,21,75,14,2075,120,2019,8,12
33,25,75,16,2075,120,2019,8,13
33,25,75,17,2075,120,2019,8,14
28,21,75,14,2075,120,2019,8,15
38,29,75,19,2075,120,2019,8,16
31,25,78,15,2062,120,2019,8,17
40,32,78,19,2062,120,2019,8,18
30,23,78,14,2062,120,2019,8,19
40,32,78,19,2062,120,2019,8,20
33,26,78,16,2062,120,2019,8,21
37,29,78,17,2062,120,2019,8,22
38,30,78,19,2062,120,2019,8,23
29,23,78,15,2086,120,2019,8,24
39,30,78,19,2086,120,2019,8,25
29,22,76,14,2086,120,2019,8,26
38,29,76,19,2086,120,2019,8,27
36,27,76,18,2086,120,2019,8,28
32,24,76,16,2086,120,2019,8,29
39,31,79,19,2086,120,2019,8,30
28,23,79,14,2086,120,2019,8,31
39,31,79,19,2086,120,2019,9,1
39,31,79,19,2098,120,2019,9,2
30,24,79,15,2098,120,2019,9,3
49,39,79,24,2098,120,2019,9,4
49,39,79,24,2098,119,2019,9,5
49,39,79,24,2098,119,2019,9,6
49,39,79,24,2122,119,2019,9,7
49,37,75,24,2122,119,2019,9,8
39,29,75,19,2122,119,2019,9,9
39,29,75,19,2098,119,2019,9,10
38,29,75,19,2098,119,2019,9,11
30,22,74,15,2110,119,2019,9,12
39,29,74,19,2110,119,2019,9,13
38,28,74,19,2110,119,2019,9,14
29,22,74,15,2110,119,2019,9,15
38,29,74,19,2110,119,2019,9,16
37,28,74,19,2110,119,2019,9,17
29,22,74,15,2110,119,2019,9,18
39,29,74,19,2110,119,2019,9,19
38,28,74,19,2110,119,2019,9,20
29,23,76,15,2110,119,2019,9,21
46,36,76,19,2086,119,2019,9,22
45,34,76,18,2098,119,2019,9,23
36,27,76,15,2098,119,2019,9,24
46,35,75,19,2098,119,2019,9,25
34,25,75,18,2098,119,2019,9,26
27,20,75,15,2098,119,2019,9,27
40,30,75,19,2098,119,2019,9,28
38,29,75,18,2098,119,2019,9,29
30,23,75,15,2098,119,2019,9,30
40,30,75,19,2110,118,2019,10,1
38,29,75,18,2110,118,2019,10,2
30,23,75,15,2110,118,2019,10,3
38,28,75,19,2110,118,2019,10,4
36,28,75,18,2110,118,2019,10,5
29,22,75,15,2110,118,2019,10,6
30,23,75,19,2062,118,2019,10,7
30,23,75,19,2062,118,2019,10,8
26,20,75,16,2110,118,2019,10,9
36,27,75,17,2086,118,2019,10,10
41,31,75,19,2086,118,2019,10,11
41,31,75,19,2086,118,2019,10,12
33,25,75,15,2086,118,2019,10,13
37,28,75,18,2086,118,2019,10,14
40,30,75,19,2086,118,2019,10,15
40,30,75,19,2086,118,2019,10,16
30,23,75,14,2063,118,2019,10,17
39,30,75,19,2063,118,2019,10,18
40,30,75,19,2063,118,2019,10,19
36,27,75,18,2098,118,2019,10,20
36,27,75,18,2086,118,2019,10,21
37,28,75,19,2086,118,2019,10,22
36,27,75,19,2110,118,2019,10,23
33,25,74,17,2110,118,2019,10,24
30,22,74,16,2110,118,2019,10,25
36,27,74,19,2110,117,2019,10,26
36,27,74,19,2110,117,2019,10,27
31,23,74,16,2110,117,2019,10,28
31,23,74,17,2110,117,2019,10,29
35,26,74,19,2110,117,2019,10,30
35,26,74,19,2110,117,2019,10,31
27,20,74,15,2110,117,2019,11,1
31,23,74,18,2110,117,2019,11,2
34,25,74,19,2110,117,2019,11,3
34,25,74,19,2110,117,2019,11,4
29,22,74,14,2110,117,2019,11,5
38,29,76,19,2110,117,2019,11,6
39,30,76,19,2110,117,2019,11,7
37,29,76,18,2110,117,2019,11,8
30,23,75,15,2110,117,2019,11,9
39,30,75,19,2110,117,2019,11,10
39,30,75,19,2110,117,2019,11,11
35,26,73,17,2098,117,2019,11,12
33,24,73,16,2098,117,2019,11,13
36,27,73,18,2098,117,2019,11,14
39,29,73,19,2098,117,2019,11,15
38,28,73,19,2098,117,2019,11,16
30,22,73,15,2098,117,2019,11,17
39,28,73,19,2098,117,2019,11,18
39,29,73,19,2098,117,2019,11,19
39,29,73,19,2098,117,2019,11,20
32,24,73,16,2098,116,2019,11,21
36,26,73,17,2098,116,2019,11,22
39,29,73,19,2098,116,2019,11,23
39,29,73,19,2098,116,2019,11,24
35,26,73,17,2098,116,2019,11,25
33,24,73,16,2098,116,2019,11,26
39,29,73,19,2098,116,2019,11,27
39,29,74,19,2098,116,2019,11,28
38,29,74,19,2098,116,2019,11,29
30,22,74,15,2098,116,2019,11,30
35,26,73,17,2098,116,2019,12,1
39,29,73,19,2098,116,2019,12,2
39,29,73,19,2098,116,2019,12,3
32,24,73,16,2098,116,2019,12,4
36,26,73,17,2098,116,2019,12,5
39,29,73,19,2098,116,2019,12,6
39,30,75,19,2098,116,2019,12,7
48,36,75,23,2098,116,2019,12,8
34,26,75,17,2098,116,2019,12,9
37,28,75,20,2098,116,2019,12,10
37,28,75,20,2098,116,2019,12,11
37,28,75,20,2122,116,2019,12,12
32,24,73,17,2122,116,2019,12,13
35,26,73,19,2122,116,2019,12,14
37,27,73,20,2122,116,2019,12,15
36,26,73,19,2122,116,2019,12,16
24,18,73,13,2122,115,2019,12,17
30,23,76,15,2122,115,2019,12,18
34,26,76,17,2122,115,2019,12,19
38,29,76,19,2122,115,2019,12,20
34,26,76,17,2122,115,2019,12,21
34,26,76,10,2122,115,2019,12,22
34,26,76,17,2122,115,2019,12,23
34,26,76,16,2122,115,2019,12,24
34,26,76,13,2122,115,2019,12,25
34,26,75,17,2122,115,2019,12,26
34,26,75,15,2122,115,2019,12,27
34,26,75,14,2122,115,2019,12,28
34,26,75,13,2122,115,2019,12,29
34,26,75,18,2122,115,2019,12,30
34,26,75,12,2122,115,2019,12,31
30,23,75,15,2122,115,2020,1,1
37,28,76,18,2098,115,2020,1,2
28,22,76,14,2098,115,2020,1,3
28,21,76,14,2098,115,2020,1,4
34,26,76,17,2098,115,2020,1,5
32,25,76,16,2098,115,2020,1,6
28,21,76,14,2098,115,2020,1,7
28,22,78,15,2098,115,2020,1,8
34,27,78,18,2098,115,2020,1,9
27,21,78,14,2098,115,2020,1,10
27,21,78,14,2098,115,2020,1,11
32,25,78,17,2098,114,2020,1,12
31,24,78,16,2098,114,2020,1,13
27,21,78,14,2098,114,2020,1,14
28,22,78,15,2098,114,2020,1,15
35,27,78,18,2098,114,2020,1,16
27,21,78,14,2098,114,2020,1,17
32,25,76,17,2098,114,2020,1,18
32,24,75,16,2098,114,2020,1,19
28,22,76,14,2098,114,2020,1,20
38,29,76,19,2098,114,2020,1,21
28,21,76,14,2098,114,2020,1,22
33,25,76,17,2098,114,2020,1,23
33,25,76,16,2098,114,2020,1,24
28,21,74,14,2098,114,2020,1,25
38,28,74,19,2098,114,2020,1,26
28,21,74,14,2098,114,2020,1,27
33,24,74,17,2098,114,2020,1,28
33,24,74,17,2098,114,2020,1,29
28,21,74,14,2098,114,2020,1,30
37,28,74,19,2098,114,2020,1,31
28,21,74,14,2098,114,2020,2,1
33,24,74,17,2098,114,2020,2,2
33,25,75,17,2098,114,2020,2,3
28,21,75,14,2098,114,2020,2,4
40,30,75,19,2098,114,2020,2,5
37,28,75,19,2110,113,2020,2,6
47,36,75,24,2122,113,2020,2,7
42,32,75,21,2134,113,2020,2,8
29,22,75,15,2134,113,2020,2,9
48,36,75,22,2134,113,2020,2,10
38,29,76,17,2134,113,2020,2,11
53,41,76,24,2134,113,2020,2,12
38,29,76,17,2134,113,2020,2,13
38,29,76,17,2134,113,2020,2,14
38,29,76,17,2134,113,2020,2,15
53,40,75,24,2134,113,2020,2,16
38,28,75,17,2134,113,2020,2,17
36,27,75,16,2134,113,2020,2,18
39,29,75,18,2134,113,2020,2,19
38,28,75,17,2134,113,2020,2,20
38,28,75,17,2134,113,2020,2,21
38,28,75,17,2134,113,2020,2,22
38,28,73,17,2134,113,2020,2,23
36,26,73,16,2134,113,2020,2,24
28,20,73,13,2134,113,2020,2,25
40,29,72,21,2134,113,2020,2,26
23,17,72,12,2134,113,2020,2,27
33,24,72,17,2134,113,2020,2,28
33,24,72,17,2134,113,2020,2,29
33,24,72,17,2134,113,2020,3,1
24,17,72,12,2134,113,2020,3,2
29,21,72,15,2134,112,2020,3,3
16,12,72,8,2134,112,2020,3,4
27,19,72,14,2134,112,2020,3,5
33,24,72,17,2134,112,2020,3,6
35,25,72,17,2134,112,2020,3,7
35,25,72,17,2134,112,2020,3,8
31,23,72,15,2134,112,2020,3,9
24,17,71,12,2134,112,2020,3,10
30,22,71,15,2134,112,2020,3,11
25,18,71,12,2134,112,2020,3,12
35,25,71,17,2134,112,2020,3,13
20,15,71,10,2134,112,2020,3,14
35,25,71,17,2134,112,2020,3,15
20,15,71,10,2134,112,2020,3,16
34,24,71,17,2134,112,2020,3,17
21,15,71,11,2134,112,2020,3,18
33,24,71,16,2134,112,2020,3,19
22,15,71,11,2134,112,2020,3,20
31,23,74,15,2134,112,2020,3,21
23,17,74,11,2134,112,2020,3,22
29,21,74,14,2134,112,2020,3,23
27,20,74,13,2134,112,2020,3,24
23,17,74,11,2134,112,2020,3,25
32,24,74,16,2134,112,2020,3,26
20,15,74,10,2134,112,2020,3,27
31,23,74,15,2134,112,2020,3,28
24,18,75,12,2134,111,2020,3,29
27,20,75,13,2134,111,2020,3,30
28,21,75,14,2134,111,2020,3,31
25,19,75,12,2134,111,2020,4,1
30,23,75,15,2134,111,2020,4,2
23,17,75,11,2134,111,2020,4,3
32,24,75,16,2134,111,2020,4,4
21,16,75,11,2134,111,2020,4,5
34,26,75,17,2134,111,2020,4,6
20,15,74,10,2134,111,2020,4,7
35,26,74,17,2134,111,2020,4,8
20,15,74,10,2134,111,2020,4,9
32,24,74,16,2134,111,2020,4,10
23,17,74,11,2134,111,2020,4,11
30,22,73,15,2134,111,2020,4,12
25,18,73,12,2134,111,2020,4,13
33,24,73,16,2134,111,2020,4,14
22,16,73,11,2134,111,2020,4,15
33,24,73,16,2134,111,2020,4,16
36,27,73,18,2134,111,2020,4,17
49,36,73,24,2134,111,2020,4,18
36,26,72,19,2134,111,2020,4,19
35,25,72,19,2134,111,2020,4,20
27,20,72,15,2134,111,2020,4,21
29,21,72,16,2134,111,2020,4,22
32,24,72,17,2134,111,2020,4,23
26,19,72,14,2134,110,2020,4,24
35,25,72,19,2134,110,2020,4,25
27,20,72,14,2134,110,2020,4,26
29,21,72,16,2134,110,2020,4,27
32,24,72,17,2134,110,2020,4,28
26,19,72,14,2134,110,2020,4,29
35,25,72,19,2134,110,2020,4,30
27,20,72,14,2098,110,2020,5,1
29,21,72,16,2098,110,2020,5,2
33,24,72,18,2098,110,2020,5,3
26,20,74,14,2098,110,2020,5,4
18,15,83,10,2098,110,2020,5,5
16,13,80,10,2098,110,2020,5,6
16,13,80,10,2098,110,2020,5,7
16,13,80,10,2098,110,2020,5,8
16,13,80,10,2098,110,2020,5,9
16,13,80,10,2098,110,2020,5,10
17,17,100,8,1873,110,2020,5,11
50,48,95,24,1908,110,2020,5,12
49,47,96,24,1980,110,2020,5,13
49,47,96,24,1980,110,2020,5,14
39,33,85,24,2051,110,2020,5,15
39,32,82,24,2051,110,2020,5,16
37,28,76,24,2051,110,2020,5,17
33,26,76,24,2051,110,2020,5,18
33,26,76,24,2051,110,2020,5,19
33,24,72,24,2051,109,2020,5,20
31,23,72,24,2086,109,2020,5,21
31,23,72,24,2086,109,2020,5,22
31,23,72,24,2086,109,2020,5,23
31,23,72,24,2086,109,2020,5,24
31,23,72,24,2086,109,2020,5,25
35,26,72,24,2086,109,2020,5,26
35,26,72,24,2086,109,2020,5,27
36,26,71,24,2086,109,2020,5,28
36,26,71,24,2086,109,2020,5,29
34,24,71,24,2086,109,2020,5,30
30,21,71,24,2099,109,2020,5,31
30,21,71,24,2099,109,2020,6,1
30,21,70,24,2099,109,2020,6,2
30,21,70,24,2099,109,2020,6,3
30,21,70,24,2099,109,2020,6,4
30,21,70,24,2099,109,2020,6,5
30,21,70,24,2099,109,2020,6,6
31,23,73,24,2099,109,2020,6,7
31,23,73,24,2099,109,2020,6,8
36,26,73,24,2099,109,2020,6,9
36,26,73,24,2099,109,2020,6,10
36,26,73,24,2099,109,2020,6,11
36,26,73,24,2099,109,2020,6,12
36,26,72,24,2099,109,2020,6,13
36,26,72,24,2099,108,2020,6,14
31,22,72,21,2099,108,2020,6,15
36,26,72,24,2099,108,2020,6,16
36,26,71,24,2099,108,2020,6,17
36,26,71,24,2099,108,2020,6,18
31,22,71,24,2099,108,2020,6,19
31,22,71,24,2099,108,2020,6,20
30,22,71,23,2099,108,2020,6,21
25,18,71,19,2099,108,2020,6,22
23,16,71,17,2099,108,2020,6,23
31,22,71,24,2099,108,2020,6,24
36,26,71,24,2099,108,2020,6,25
36,26,71,24,2099,108,2020,6,26
35,24,70,24,2099,108,2020,6,27
35,24,70,24,2099,108,2020,6,28
29,20,70,24,2099,108,2020,6,29
28,20,70,21,2099,108,2020,6,30
32,24,73,24,2099,108,2020,7,1
32,24,73,24,2099,108,2020,7,2
32,24,73,24,2099,108,2020,7,3
32,24,73,24,2099,108,2020,7,4
32,24,73,24,2099,108,2020,7,5
32,24,73,24,2099,108,2020,7,6
32,24,73,24,2099,108,2020,7,7
32,24,73,24,2099,108,2020,7,8
32,24,73,24,2099,108,2020,7,9
28,20,73,21,2099,107,2020,7,10
30,22,72,22,2099,107,2020,7,11
28,21,72,21,2099,107,2020,7,12
41,29,72,24,2099,107,2020,7,13
30,22,72,21,2122,107,2020,7,14
34,25,72,24,2122,107,2020,7,15
31,22,72,22,2122,107,2020,7,16
25,18,72,17,2122,107,2020,7,17
35,25,71,24,2122,107,2020,7,18
27,19,71,19,2122,107,2020,7,19
32,23,71,22,2122,107,2020,7,20
33,24,71,23,2122,107,2020,7,21
31,22,71,21,2122,107,2020,7,22
28,20,71,19,2122,107,2020,7,23
27,20,71,19,2122,107,2020,7,24
32,24,73,22,2122,107,2020,7,25
28,21,73,20,2122,107,2020,7,26
30,22,73,21,2122,107,2020,7,27
30,22,73,21,2122,107,2020,7,28
26,19,73,18,2122,107,2020,7,29
29,22,73,21,2122,107,2020,7,30
31,23,73,18,2122,107,2020,7,31
37,27,72,21,2122,107,2020,8,1
27,20,72,15,2122,107,2020,8,2
34,25,72,19,2122,107,2020,8,3
33,24,72,19,2122,107,2020,8,4
25,18,72,14,2122,106,2020,8,5
36,26,72,20,2122,106,2020,8,6
31,23,72,20,2122,106,2020,8,7
26,19,72,16,2122,106,2020,8,8
29,21,72,18,2122,106,2020,8,9
29,21,72,18,2122,106,2020,8,10
32,23,73,20,2122,106,2020,8,11
27,20,73,17,2122,106,2020,8,12
25,18,73,16,2122,106,2020,8,13
28,21,73,19,2122,106,2020,8,14
26,19,73,18,2122,106,2020,8,15
25,18,73,17,2122,106,2020,8,16
30,22,73,20,2122,106,2020,8,17
30,22,73,20,2122,106,2020,8,18
22,16,73,15,2122,106,2020,8,19
29,21,72,19,2122,106,2020,8,20
30,22,72,19,2122,106,2020,8,21
25,18,72,15,2122,106,2020,8,22
32,23,72,20,2122,106,2020,8,23
32,24,72,20,2122,106,2020,8,24
24,17,72,15,2122,106,2020,8,25
36,26,71,22,2122,106,2020,8,26
29,21,71,18,2122,106,2020,8,27
31,22,71,19,2122,106,2020,8,28
32,23,71,20,2122,106,2020,8,29
25,18,71,16,2122,106,2020,8,30
35,25,71,20,2122,105,2020,8,31
36,26,71,20,2122,105,2020,9,1
36,26,71,20,2122,105,2020,9,2
35,25,71,20,2122,105,2020,9,3
28,20,71,16,2122,105,2020,9,4
33,23,71,18,2122,105,2020,9,5
31,22,71,17,2122,105,2020,9,6
36,26,71,20,2122,105,2020,9,7
36,26,71,20,2122,105,2020,9,8
12,9,71,7,2122,105,2020,9,9
21,15,71,12,2122,105,2020,9,10
36,25,70,20,2122,105,2020,9,11
34,24,70,19,2122,105,2020,9,12
37,26,70,20,2122,105,2020,9,13
26,18,70,16,2122,105,2020,9,14
29,20,70,18,2122,105,2020,9,15
36,25,70,23,2122,105,2020,9,16
25,18,70,16,2122,105,2020,9,17
32,22,70,20,2122,105,2020,9,18
32,22,70,20,2122,105,2020,9,19
22,16,70,14,2122,105,2020,9,20
30,21,70,19,2122,105,2020,9,21
28,20,70,18,2122,105,2020,9,22
25,18,71,16,2122,105,2020,9,23
24,17,71,14,2122,105,2020,9,24
33,24,71,19,2122,104,2020,9,25
33,23,71,19,2122,104,2020,9,26
24,17,71,14,2122,104,2020,9,27
33,23,71,19,2122,104,2020,9,28
33,23,71,19,2122,104,2020,9,29
26,19,71,15,2122,104,2020,9,30
30,22,71,18,2122,104,2020,10,1
27,19,71,16,2122,104,2020,10,2
33,24,71,19,2122,104,2020,10,3
33,24,73,19,2122,104,2020,10,4
26,19,73,15,2122,104,2020,10,5
33,24,73,19,2122,104,2020,10,6
29,22,73,17,2122,104,2020,10,7
28,21,73,16,2122,104,2020,10,8
33,24,73,19,2122,104,2020,10,9
24,18,73,14,2122,104,2020,10,10
33,24,73,19,2122,104,2020,10,11
29,21,73,17,2122,104,2020,10,12
29,21,73,17,2122,104,2020,10,13
33,25,73,19,2122,104,2020,10,14
30,22,73,18,2122,104,2020,10,15
26,19,73,15,2122,104,2020,10,16
27,20,73,15,2122,104,2020,10,17
33,25,73,19,2122,104,2020,10,18
33,24,73,19,2122,104,2020,10,19
26,20,76,15,2122,104,2020,10,20
34,26,76,19,2122,103,2020,10,21
33,25,76,18,2122,103,2020,10,22
36,28,76,20,2122,103,2020,10,23
26,19,74,14,2122,103,2020,10,24
35,26,74,20,2122,103,2020,10,25
24,18,74,14,2122,103,2020,10,26
30,22,74,17,2122,103,2020,10,27
30,22,74,17,2122,103,2020,10,28
34,26,74,19,2122,103,2020,10,29
31,23,74,17,2122,103,2020,10,30
29,22,74,16,2122,103,2020,10,31
26,19,74,14,2122,103,2020,11,1
26,19,74,14,2122,103,2020,11,2
30,23,74,17,2122,103,2020,11,3
30,22,74,17,2122,103,2020,11,4
26,19,74,14,2122,103,2020,11,5
17,12,74,14,2122,103,2020,11,6
22,17,74,19,2122,103,2020,11,7
16,12,74,14,2122,103,2020,11,8
20,15,74,17,2122,103,2020,11,9
19,14,74,17,2122,103,2020,11,10
22,16,74,19,2122,103,2020,11,11
22,17,74,19,2122,103,2020,11,12
25,19,74,22,2122,103,2020,11,13
25,18,74,21,2122,103,2020,11,14
24,18,74,21,2122,103,2020,11,15
25,18,74,20,2122,102,2020,11,16
21,16,74,17,2122,102,2020,11,17
24,18,74,19,2122,102,2020,11,18
20,15,74,16,2122,102,2020,11,19
22,16,73,18,2122,102,2020,11,20
20,15,73,16,2122,102,2020,11,21
29,21,73,23,2122,102,2020,11,22
21,15,73,17,2122,102,2020,11,23
21,15,73,17,2122,102,2020,11,24
24,18,73,19,2122,102,2020,11,25
18,13,73,14,2122,102,2020,11,26
18,13,73,14,2122,102,2020,11,27
24,18,73,19,2110,102,2020,11,28
27,20,73,21,2122,102,2020,11,29
19,14,73,15,2134,102,2020,11,30
18,13,72,14,2137,102,2020,12,1
19,14,72,16,2113,102,2020,12,2
19,15,75,15,2113,102,2020,12,3
19,14,75,15,2113,102,2020,12,4
20,15,75,16,2113,102,2020,12,5
19,14,75,15,2137,102,2020,12,6
17,13,75,14,2137,102,2020,12,7
18,14,75,15,2125,102,2020,12,8
19,14,73,15,2137,102,2020,12,9
19,14,73,15,2137,102,2020,12,10
18,13,73,14,2125,102,2020,12,11
17,13,73,14,2125,101,2020,12,12
19,14,73,15,2113,101,2020,12,13
20,15,73,16,2125,101,2020,12,14
20,15,73,16,2113,101,2020,12,15
20,15,73,16,2113,101,2020,12,16
17,13,73,14,2125,101,2020,12,17
18,13,73,15,2113,101,2020,12,18
20,15,73,16,2113,101,2020,12,19
20,15,73,16,2125,101,2020,12,20
20,15,76,16,2125,101,2020,12,21
18,14,76,14,2113,101,2020,12,22
18,14,76,15,2101,101,2020,12,23
22,17,76,17,2113,101,2020,12,24
20,16,76,16,2113,101,2020,12,25
19,14,76,15,2113,101,2020,12,26
20,15,76,16,2125,101,2020,12,27
19,15,76,16,2101,101,2020,12,28
20,16,76,16,2125,101,2020,12,29
20,16,76,16,2113,101,2020,12,30
20,15,76,16,2137,101,2020,12,31
20,15,72,16,2113,101,2021,1,1
20,15,72,16,2125,101,2021,1,2
20,15,72,16,2113,101,2021,1,3
15,11,72,12,2113,101,2021,1,4
19,13,71,15,2113,101,2021,1,5
20,15,71,16,2113,101,2021,1,6
19,14,71,15,2113,100,2021,1,7
19,14,71,15,2113,100,2021,1,8
19,14,71,15,2101,100,2021,1,9
20,15,71,16,2113,100,2021,1,10
20,14,71,16,2137,100,2021,1,11
18,13,70,14,2137,100,2021,1,12
18,13,70,15,2113,100,2021,1,13
20,15,70,16,2101,100,2021,1,14
20,15,70,16,2113,100,2021,1,15
20,14,70,16,2125,100,2021,1,16
20,14,70,16,2125,100,2021,1,17
18,13,70,15,2125,100,2021,1,18
